,datetime,open,high,low,close,volume
13419,1641870000000,3115.81,3123.33,3107.12,3119.99,2919.2843
13420,1641873600000,3119.99,3124.62,3106.6,3118.46,3095.9595
13421,1641877200000,3118.45,3119.54,3101.86,3111.06,1966.1168
13422,1641880800000,3110.96,3122.6,3098.03,3108.0,2231.9751
13423,1641884400000,3108.0,3136.32,3105.89,3129.54,3059.7057
13424,1641888000000,3129.55,3146.17,3103.25,3107.76,8019.7203
13425,1641891600000,3107.87,3133.44,3097.74,3123.17,3719.7582
13426,1641895200000,3123.17,3132.81,3089.06,3094.0,4120.2857
13427,1641898800000,3094.2,3120.32,3092.36,3111.48,5021.3228
13428,1641902400000,3111.47,3135.32,3105.04,3122.0,3877.6442
13429,1641906000000,3122.01,3131.38,3107.12,3113.56,3824.5051
13430,1641909600000,3113.55,3122.41,3075.84,3115.66,11904.674
13431,1641913200000,3115.66,3157.64,3111.18,3134.0,11580.7757
13432,1641916800000,3134.15,3237.28,3130.22,3219.61,20032.9843
13433,1641920400000,3219.71,3263.99,3201.19,3232.11,15204.9193
13434,1641924000000,3232.65,3250.49,3221.88,3234.0,5805.0551
13435,1641927600000,3234.31,3246.7,3217.8,3238.12,6588.179
13436,1641931200000,3238.12,3249.2,3233.94,3240.46,4709.5968
13437,1641934800000,3240.62,3243.83,3227.25,3231.51,2517.4473
13438,1641938400000,3231.51,3237.82,3224.6,3233.27,1819.9605
13439,1641942000000,3233.27,3249.2,3230.18,3240.72,2523.1605
13440,1641945600000,3240.58,3260.6,3225.3,3234.02,4730.161
13441,1641949200000,3234.26,3241.16,3226.57,3232.14,2702.3449
13442,1641952800000,3231.72,3238.66,3218.04,3229.02,2624.6313
13443,1641956400000,3229.02,3240.0,3225.61,3235.34,2211.9467
13444,1641960000000,3235.34,3244.0,3220.4,3228.57,2562.8328
13445,1641963600000,3228.57,3233.69,3222.27,3230.77,2419.8397
13446,1641967200000,3230.77,3262.32,3226.76,3236.07,5967.8818
13447,1641970800000,3235.81,3239.66,3206.76,3217.75,5722.8347
13448,1641974400000,3217.75,3241.4,3215.91,3232.72,3982.0185
13449,1641978000000,3232.81,3275.67,3230.02,3262.58,6242.149
13450,1641981600000,3262.41,3270.79,3245.81,3249.51,3943.8445
13451,1641985200000,3249.46,3296.1,3241.0,3273.22,10679.8042
13452,1641988800000,3273.23,3328.35,3269.3,3317.69,11013.4633
13453,1641992400000,3317.69,3379.19,3302.08,3372.02,18965.9473
13454,1641996000000,3372.02,3384.75,3351.8,3376.91,10359.6385
13455,1641999600000,3376.92,3388.63,3352.9,3362.68,7267.4114
13456,1642003200000,3363.08,3374.98,3336.0,3371.69,6463.1909
13457,1642006800000,3371.35,3389.29,3361.06,3382.29,3899.7307
13458,1642010400000,3382.6,3394.0,3367.53,3373.48,4071.7918
13459,1642014000000,3373.48,3385.0,3363.6,3383.26,2859.8438
13460,1642017600000,3383.27,3393.89,3367.3,3382.43,3482.3384
13461,1642021200000,3382.78,3412.11,3367.34,3367.87,5383.7125
13462,1642024800000,3367.63,3381.77,3363.56,3363.57,1603.8818
13463,1642028400000,3363.57,3386.3,3357.29,3372.96,3202.5799
13464,1642032000000,3372.58,3385.87,3350.0,3355.09,4052.3571
13465,1642035600000,3355.08,3363.51,3332.56,3334.85,3673.0553
13466,1642039200000,3334.85,3348.04,3332.44,3336.8,2033.7039
13467,1642042800000,3336.5,3342.35,3315.86,3339.59,3506.3762
13468,1642046400000,3339.58,3354.34,3335.45,3337.93,2400.3769
13469,1642050000000,3337.99,3344.56,3324.88,3338.05,2821.5113
13470,1642053600000,3338.05,3345.93,3335.51,3342.2,1139.5499
13471,1642057200000,3342.19,3350.0,3333.36,3341.61,2324.929
13472,1642060800000,3341.61,3358.89,3338.01,3358.78,2671.308
13473,1642064400000,3358.79,3375.74,3349.03,3363.41,4129.5747
13474,1642068000000,3363.42,3381.4,3357.0,3357.5,3067.2862
13475,1642071600000,3357.51,3361.22,3330.0,3335.47,3472.1375
13476,1642075200000,3335.47,3369.41,3333.56,3368.9,2713.6712
13477,1642078800000,3368.9,3381.89,3353.43,3374.53,4740.5312
13478,1642082400000,3374.5,3411.5,3366.05,3387.88,8363.3686
13479,1642086000000,3387.8,3392.69,3272.42,3302.62,20289.7464
13480,1642089600000,3302.62,3319.51,3288.3,3302.3,6985.2284
13481,1642093200000,3302.2,3305.67,3250.0,3282.93,10680.795
13482,1642096800000,3282.75,3297.56,3267.11,3272.01,4325.928
13483,1642100400000,3272.01,3292.0,3250.0,3273.07,5990.9218
13484,1642104000000,3272.64,3278.5,3233.75,3277.08,6832.134
13485,1642107600000,3276.79,3277.38,3266.0,3270.92,2404.5532
13486,1642111200000,3271.15,3276.97,3246.5,3248.11,1634.213
13487,1642114800000,3248.02,3264.8,3233.9,3241.86,2722.0951
13488,1642118400000,3241.99,3270.57,3223.8,3269.4,4143.0865
13489,1642122000000,3269.36,3270.41,3253.07,3259.72,2821.1044
13490,1642125600000,3259.72,3276.15,3246.98,3273.78,2112.2973
13491,1642129200000,3273.77,3275.27,3262.71,3268.29,1943.4309
13492,1642132800000,3267.96,3286.76,3267.96,3273.67,2845.7876
13493,1642136400000,3273.75,3308.7,3271.62,3306.39,3989.8847
13494,1642140000000,3306.3,3313.39,3293.42,3293.42,3672.2739
13495,1642143600000,3293.43,3296.37,3265.23,3270.31,4011.2176
13496,1642147200000,3270.32,3271.39,3242.0,3257.99,5829.4765
13497,1642150800000,3257.99,3275.7,3252.0,3263.75,2670.6752
13498,1642154400000,3263.74,3269.56,3213.48,3225.43,5847.7888
13499,1642158000000,3225.43,3226.0,3196.5,3202.88,8289.4631
13500,1642161600000,3202.87,3230.89,3188.08,3212.79,4846.4991
13501,1642165200000,3212.67,3231.24,3204.51,3211.08,3077.5425
13502,1642168800000,3211.09,3285.92,3205.68,3277.51,10256.7362
13503,1642172400000,3277.5,3301.28,3256.95,3279.34,9958.4401
13504,1642176000000,3279.33,3297.43,3260.0,3296.0,4347.1019
13505,1642179600000,3296.0,3308.77,3275.52,3280.34,4385.1939
13506,1642183200000,3280.37,3295.45,3271.99,3292.89,3482.4437
13507,1642186800000,3292.89,3329.1,3292.53,3309.38,5686.6528
13508,1642190400000,3309.24,3318.66,3299.2,3304.14,3429.6598
13509,1642194000000,3304.61,3345.01,3303.09,3332.41,2794.173
13510,1642197600000,3332.41,3333.75,3314.98,3314.98,2239.7112
13511,1642201200000,3314.99,3319.6,3294.26,3308.87,2568.8899
13512,1642204800000,3308.77,3327.09,3303.21,3316.3,2870.6838
13513,1642208400000,3316.05,3319.5,3296.4,3304.23,1095.3353
13514,1642212000000,3304.23,3316.7,3298.72,3316.69,1261.2195
13515,1642215600000,3316.69,3323.07,3305.04,3308.57,1489.4935
13516,1642219200000,3308.57,3309.96,3295.1,3305.88,2065.2708
13517,1642222800000,3305.87,3317.73,3299.44,3309.45,1193.8115
13518,1642226400000,3309.45,3321.77,3304.4,3319.09,1281.4704
13519,1642230000000,3319.15,3320.23,3305.67,3314.65,1556.7577
13520,1642233600000,3314.65,3325.6,3311.43,3313.28,1353.2695
13521,1642237200000,3313.24,3333.85,3311.15,3331.49,2326.8506
13522,1642240800000,3331.49,3339.62,3324.17,3324.51,2111.2935
13523,1642244400000,3324.51,3325.94,3315.0,3320.23,1111.9092
13524,1642248000000,3320.23,3321.51,3261.8,3284.49,5757.0247
13525,1642251600000,3284.48,3310.49,3276.56,3304.14,4472.9866
13526,1642255200000,3304.06,3358.48,3294.83,3340.11,7827.7237
13527,1642258800000,3340.12,3373.0,3333.9,3363.03,4951.4994
13528,1642262400000,3363.14,3374.31,3354.6,3359.84,2569.5477
13529,1642266000000,3359.84,3362.85,3348.09,3350.98,2305.6689
13530,1642269600000,3350.98,3351.0,3342.2,3344.49,1481.4668
13531,1642273200000,3344.57,3351.7,3341.0,3351.06,836.5056
13532,1642276800000,3350.82,3371.0,3350.82,3353.3,2128.1274
13533,1642280400000,3352.8,3354.23,3328.4,3334.83,2259.1673
13534,1642284000000,3334.84,3342.76,3329.65,3338.92,992.4026
13535,1642287600000,3338.92,3345.8,3325.6,3327.75,1534.2902
13536,1642291200000,3327.75,3336.47,3317.2,3332.76,1970.9848
13537,1642294800000,3332.76,3338.49,3322.11,3322.11,1417.2268
13538,1642298400000,3322.12,3327.2,3295.57,3305.63,2320.6478
13539,1642302000000,3305.27,3321.15,3300.72,3314.91,1638.7991
13540,1642305600000,3315.02,3323.0,3308.87,3319.36,1584.9762
13541,1642309200000,3318.93,3324.2,3307.82,3307.82,1197.2176
13542,1642312800000,3307.81,3337.6,3305.7,3335.65,1524.0649
13543,1642316400000,3335.66,3340.0,3329.75,3333.23,1822.5004
13544,1642320000000,3333.23,3338.0,3312.28,3312.68,1561.6265
13545,1642323600000,3312.78,3324.96,3310.03,3320.69,1457.5683
13546,1642327200000,3320.68,3334.55,3306.0,3307.23,2175.7234
13547,1642330800000,3307.23,3320.1,3286.01,3313.56,3538.4364
13548,1642334400000,3313.56,3345.24,3313.56,3333.71,2982.4041
13549,1642338000000,3333.72,3344.79,3275.55,3341.28,8525.7932
13550,1642341600000,3341.29,3363.43,3330.0,3352.03,6613.2598
13551,1642345200000,3351.94,3361.7,3342.2,3354.13,2732.6493
13552,1642348800000,3354.51,3394.5,3346.02,3372.03,5313.3878
13553,1642352400000,3372.04,3376.27,3345.0,3347.61,2591.2584
13554,1642356000000,3347.61,3354.53,3345.07,3348.17,1495.6504
13555,1642359600000,3348.61,3350.62,3313.33,3321.82,3162.2847
13556,1642363200000,3322.12,3338.38,3312.01,3334.51,2053.6417
13557,1642366800000,3334.54,3338.5,3327.78,3331.21,953.0954
13558,1642370400000,3331.31,3353.61,3329.94,3349.86,1564.1433
13559,1642374000000,3349.87,3363.32,3346.79,3348.0,2276.9079
13560,1642377600000,3348.2,3358.73,3325.87,3327.16,2914.3056
13561,1642381200000,3327.15,3332.63,3315.1,3321.2,1697.3632
13562,1642384800000,3321.19,3328.01,3312.03,3326.9,2123.4161
13563,1642388400000,3326.9,3330.97,3258.12,3260.08,5893.1015
13564,1642392000000,3260.13,3286.26,3253.07,3255.83,5660.6376
13565,1642395600000,3255.68,3269.09,3237.39,3267.01,5618.1204
13566,1642399200000,3267.01,3283.9,3264.41,3275.24,3780.6521
13567,1642402800000,3274.79,3301.47,3271.4,3272.37,4471.447
13568,1642406400000,3272.49,3279.24,3252.69,3272.89,6694.4867
13569,1642410000000,3272.75,3283.0,3264.48,3275.31,2577.7584
13570,1642413600000,3275.1,3280.0,3256.15,3275.0,2402.3892
13571,1642417200000,3275.0,3281.0,3255.8,3257.3,2778.7479
13572,1642420800000,3257.22,3281.76,3235.93,3261.85,6027.745
13573,1642424400000,3261.44,3276.84,3257.74,3269.08,2224.1022
13574,1642428000000,3269.08,3277.45,3250.69,3257.44,3665.7416
13575,1642431600000,3257.44,3259.71,3223.04,3237.51,5093.3649
13576,1642435200000,3237.93,3247.94,3209.39,3229.39,5576.4945
13577,1642438800000,3229.39,3232.8,3194.28,3208.42,5514.352
13578,1642442400000,3208.75,3219.04,3181.16,3217.91,4031.491
13579,1642446000000,3217.91,3227.11,3213.59,3219.83,1836.7935
13580,1642449600000,3220.16,3225.79,3208.9,3210.0,1466.5578
13581,1642453200000,3210.01,3212.66,3152.67,3166.98,4938.2206
13582,1642456800000,3166.97,3217.0,3142.56,3193.65,4025.4066
13583,1642460400000,3193.64,3221.64,3192.74,3210.26,2266.7281
13584,1642464000000,3210.44,3236.09,3206.03,3229.47,3339.5201
13585,1642467600000,3229.47,3244.91,3219.2,3224.12,2409.4752
13586,1642471200000,3224.46,3228.17,3210.15,3219.35,1797.609
13587,1642474800000,3219.49,3220.46,3177.17,3183.65,3695.3226
13588,1642478400000,3183.64,3189.14,3164.32,3176.37,2999.412
13589,1642482000000,3176.36,3184.55,3165.78,3175.4,1625.4292
13590,1642485600000,3175.43,3207.18,3175.43,3202.21,5021.8958
13591,1642489200000,3202.22,3206.16,3182.82,3188.55,3574.9799
13592,1642492800000,3188.84,3189.44,3150.56,3158.02,6609.4437
13593,1642496400000,3158.46,3176.06,3128.43,3166.6,7640.9519
13594,1642500000000,3166.89,3192.56,3157.99,3175.74,4660.859
13595,1642503600000,3176.02,3176.86,3154.48,3172.0,5055.6968
13596,1642507200000,3172.0,3181.8,3147.0,3163.05,6981.1306
13597,1642510800000,3163.31,3167.76,3111.0,3140.18,9545.0523
13598,1642514400000,3140.18,3144.79,3100.5,3120.26,10196.643
13599,1642518000000,3120.26,3145.06,3112.76,3117.15,6354.87
13600,1642521600000,3117.14,3140.72,3101.7,3132.18,5368.6996
13601,1642525200000,3132.13,3134.08,3103.78,3104.83,3648.0791
13602,1642528800000,3104.82,3115.2,3083.17,3108.16,5370.7645
13603,1642532400000,3108.16,3134.05,3105.39,3128.64,3267.3113
13604,1642536000000,3128.5,3132.74,3100.83,3124.24,3261.3024
13605,1642539600000,3124.43,3169.99,3119.16,3163.7,5548.5338
13606,1642543200000,3163.81,3193.87,3155.79,3179.87,2797.0797
13607,1642546800000,3179.87,3182.6,3158.19,3160.87,2337.6421
13608,1642550400000,3160.87,3170.38,3144.58,3154.03,2584.9381
13609,1642554000000,3154.04,3174.98,3154.04,3171.91,2011.1691
13610,1642557600000,3171.9,3176.09,3151.9,3158.77,2737.9231
13611,1642561200000,3158.77,3159.18,3089.04,3100.04,11337.7956
13612,1642564800000,3100.04,3114.56,3097.98,3102.03,5073.3381
13613,1642568400000,3102.02,3114.75,3099.16,3106.88,3303.2727
13614,1642572000000,3106.88,3111.64,3090.43,3100.82,2256.1468
13615,1642575600000,3100.82,3100.82,3048.01,3062.27,9214.3084
13616,1642579200000,3062.27,3070.82,3047.23,3064.79,4740.7813
13617,1642582800000,3064.79,3092.87,3061.01,3087.0,4535.5917
13618,1642586400000,3086.88,3089.02,3051.74,3078.94,5851.4618
13619,1642590000000,3078.69,3130.0,3077.06,3118.12,10624.8098
13620,1642593600000,3118.12,3133.27,3112.68,3119.88,3983.1176
13621,1642597200000,3120.0,3144.28,3116.92,3124.3,3925.3038
13622,1642600800000,3124.3,3162.0,3111.71,3158.99,5646.8343
13623,1642604400000,3159.0,3161.59,3115.0,3124.12,5284.2415
13624,1642608000000,3124.04,3132.82,3083.73,3101.59,6637.5758
13625,1642611600000,3101.3,3159.02,3100.72,3152.01,6057.0894
13626,1642615200000,3152.01,3157.6,3127.6,3137.14,2593.6328
13627,1642618800000,3137.14,3141.48,3116.27,3129.02,3166.068
13628,1642622400000,3129.27,3139.38,3104.28,3109.08,3937.9954
13629,1642626000000,3109.09,3127.57,3109.09,3114.32,2448.7767
13630,1642629600000,3114.42,3130.39,3105.92,3127.69,1504.6916
13631,1642633200000,3127.96,3128.47,3083.51,3085.12,2319.9142
13632,1642636800000,3085.11,3123.13,3084.82,3114.12,2596.6744
13633,1642640400000,3113.91,3120.82,3094.45,3113.42,1777.6409
13634,1642644000000,3113.51,3130.9,3113.51,3123.67,1955.7112
13635,1642647600000,3123.81,3132.93,3117.0,3126.05,1402.9664
13636,1642651200000,3126.1,3137.11,3122.01,3125.38,1247.1075
13637,1642654800000,3125.24,3132.75,3112.61,3128.86,1801.5253
13638,1642658400000,3128.79,3148.08,3128.32,3145.65,1992.6397
13639,1642662000000,3145.48,3154.89,3135.99,3139.05,3362.1731
13640,1642665600000,3139.28,3143.22,3123.49,3130.59,2230.8035
13641,1642669200000,3130.91,3148.94,3117.85,3144.82,2985.6558
13642,1642672800000,3145.01,3149.0,3135.31,3140.4,3478.201
13643,1642676400000,3140.4,3155.17,3140.4,3152.61,2716.5441
13644,1642680000000,3152.61,3153.42,3128.15,3136.43,5328.9052
13645,1642683600000,3136.36,3183.18,3133.25,3182.42,8263.9295
13646,1642687200000,3182.41,3224.0,3182.41,3220.4,13813.2191
13647,1642690800000,3220.4,3270.52,3218.4,3261.31,11400.6719
13648,1642694400000,3261.9,3272.7,3239.06,3246.46,4756.3172
13649,1642698000000,3246.75,3251.71,3226.2,3233.17,3561.3525
13650,1642701600000,3233.52,3235.87,3208.29,3208.51,7335.2961
13651,1642705200000,3208.78,3246.91,3204.81,3216.06,5079.3547
13652,1642708800000,3216.05,3219.69,3184.69,3196.05,4377.6476
13653,1642712400000,3196.16,3198.77,3081.81,3081.96,18054.9329
13654,1642716000000,3081.97,3108.48,3025.43,3061.38,12421.9214
13655,1642719600000,3061.39,3062.0,2988.41,3002.03,11124.1898
13656,1642723200000,3002.03,3033.49,2972.74,3017.09,8666.8666
13657,1642726800000,3017.15,3020.34,2895.31,2900.98,15698.3438
13658,1642730400000,2901.0,2955.52,2879.79,2908.48,19873.4042
13659,1642734000000,2908.48,2918.8,2810.0,2837.53,28706.1497
13660,1642737600000,2837.63,2881.51,2836.24,2863.09,7530.7988
13661,1642741200000,2863.09,2877.57,2850.3,2859.68,7077.1915
13662,1642744800000,2859.68,2867.12,2833.67,2846.08,6658.202
13663,1642748400000,2846.08,2895.68,2835.45,2883.45,9591.348
13664,1642752000000,2883.45,2899.99,2878.48,2892.75,6792.4867
13665,1642755600000,2892.75,2894.26,2869.01,2869.85,6351.6638
13666,1642759200000,2869.71,2887.6,2862.96,2873.54,6087.3135
13667,1642762800000,2873.53,2877.71,2835.0,2847.93,7786.9826
13668,1642766400000,2847.94,2854.91,2732.48,2777.39,31853.6877
13669,1642770000000,2778.06,2815.23,2759.3,2797.66,13126.3829
13670,1642773600000,2797.65,2834.79,2765.48,2783.99,12087.8213
13671,1642777200000,2783.97,2853.43,2766.41,2830.65,16809.7504
13672,1642780800000,2830.65,2861.16,2791.4,2809.86,9151.6785
13673,1642784400000,2810.15,2815.36,2766.7,2780.78,6447.6593
13674,1642788000000,2780.77,2807.0,2755.32,2766.57,9254.4277
13675,1642791600000,2766.51,2790.66,2738.62,2742.13,7576.3558
13676,1642795200000,2742.32,2764.44,2700.03,2745.05,19239.7282
13677,1642798800000,2745.04,2757.46,2559.0,2607.69,29364.74473
13678,1642802400000,2607.69,2647.95,2500.0,2544.97,20629.93942
13679,1642806000000,2545.51,2598.94,2460.0,2568.12,26261.73543
13680,1642809600000,2568.39,2626.42,2550.0,2592.42,16835.2781
13681,1642813200000,2592.34,2618.04,2581.58,2608.58,12219.7874
13682,1642816800000,2608.58,2610.97,2582.6,2594.8,9081.8774
13683,1642820400000,2594.39,2618.46,2541.93,2568.43,9625.0064
13684,1642824000000,2568.1,2578.28,2548.54,2556.17,7299.0689
13685,1642827600000,2555.58,2565.03,2485.0,2496.65,10931.9683
13686,1642831200000,2496.14,2533.27,2462.46,2507.36,14808.5929
13687,1642834800000,2507.34,2527.98,2425.95,2465.2,18559.80769
13688,1642838400000,2464.52,2505.13,2463.93,2469.64,9346.821
13689,1642842000000,2469.64,2486.81,2370.95,2389.83,24431.86737
13690,1642845600000,2389.2,2468.0,2300.0,2450.05,46330.64271
13691,1642849200000,2450.42,2479.45,2386.0,2431.15,12795.9463
13692,1642852800000,2432.01,2498.98,2423.12,2491.2,11994.4338
13693,1642856400000,2491.19,2518.61,2458.95,2467.6,13350.3735
13694,1642860000000,2467.75,2473.99,2417.0,2419.49,8999.0079
13695,1642863600000,2420.09,2431.59,2382.0,2387.01,10067.3608
13696,1642867200000,2387.68,2465.18,2362.32,2440.12,13293.3694
13697,1642870800000,2439.4,2451.24,2370.0,2380.29,10598.5777
13698,1642874400000,2380.42,2397.93,2322.12,2330.4,13539.5484
13699,1642878000000,2330.78,2374.92,2320.0,2337.76,9679.2528
13700,1642881600000,2337.76,2457.23,2319.9,2430.42,16848.359
13701,1642885200000,2430.05,2471.92,2410.03,2446.49,5777.598
13702,1642888800000,2446.9,2446.9,2365.2,2379.35,4034.8597
13703,1642892400000,2378.99,2413.68,2370.38,2411.5,3588.095
13704,1642896000000,2412.39,2449.91,2398.32,2448.55,7723.3452
13705,1642899600000,2447.89,2463.14,2433.73,2445.03,6575.1973
13706,1642903200000,2445.04,2448.83,2389.14,2395.15,5723.6955
13707,1642906800000,2395.15,2420.54,2386.35,2417.24,4576.3917
13708,1642910400000,2417.0,2445.0,2407.64,2433.0,6802.6992
13709,1642914000000,2433.0,2484.56,2411.65,2467.98,10739.5722
13710,1642917600000,2467.98,2480.05,2451.0,2463.15,7551.4397
13711,1642921200000,2463.15,2501.94,2458.67,2488.16,7355.8191
13712,1642924800000,2488.15,2520.44,2477.0,2520.2,11456.0847
13713,1642928400000,2520.5,2551.9,2509.43,2534.86,9138.0202
13714,1642932000000,2535.04,2538.81,2514.0,2534.58,7656.0288
13715,1642935600000,2534.68,2536.83,2492.14,2498.28,6891.9437
13716,1642939200000,2498.67,2505.42,2482.56,2495.54,5805.6456
13717,1642942800000,2495.53,2510.2,2483.28,2505.77,5935.8531
13718,1642946400000,2505.5,2514.99,2406.4,2434.17,15113.5784
13719,1642950000000,2433.99,2440.76,2418.07,2432.98,6011.0218
13720,1642953600000,2432.74,2454.64,2416.23,2426.45,7222.7154
13721,1642957200000,2426.45,2446.96,2423.63,2437.77,3446.9377
13722,1642960800000,2437.76,2446.33,2407.0,2414.62,5895.0115
13723,1642964400000,2415.22,2429.5,2376.0,2384.36,7820.3306
13724,1642968000000,2384.1,2428.23,2370.96,2423.57,7533.9242
13725,1642971600000,2423.79,2439.2,2404.8,2422.14,4656.275
13726,1642975200000,2422.14,2448.41,2418.65,2445.84,4201.5833
13727,1642978800000,2445.84,2548.0,2438.46,2539.63,20231.4365
13728,1642982400000,2539.6,2539.97,2484.0,2491.13,10161.1533
13729,1642986000000,2491.12,2502.22,2453.0,2458.1,7678.1647
13730,1642989600000,2458.09,2464.32,2433.54,2437.45,6508.2236
13731,1642993200000,2437.76,2464.9,2435.02,2460.39,4847.6376
13732,1642996800000,2460.39,2471.22,2428.91,2439.47,4677.8877
13733,1643000400000,2439.75,2446.11,2420.52,2440.57,5869.2233
13734,1643004000000,2440.56,2456.46,2429.74,2436.22,4222.0265
13735,1643007600000,2435.97,2435.97,2381.47,2387.31,10061.6579
13736,1643011200000,2387.31,2444.62,2361.0,2384.75,18283.5126
13737,1643014800000,2385.02,2395.73,2322.13,2337.1,22687.1608
13738,1643018400000,2337.11,2343.95,2211.01,2217.22,36432.90984
13739,1643022000000,2217.22,2285.6,2201.71,2239.12,25663.13627
13740,1643025600000,2238.79,2249.05,2173.03,2191.0,20985.02191
13741,1643029200000,2191.0,2231.2,2173.82,2185.36,25711.2889
13742,1643032800000,2184.15,2257.37,2158.72,2206.0,28973.12727
13743,1643036400000,2205.3,2286.4,2162.0,2275.0,27273.0148
13744,1643040000000,2275.19,2308.58,2221.91,2260.29,19587.2044
13745,1643043600000,2260.61,2367.34,2214.07,2349.47,20555.0889
13746,1643047200000,2349.11,2407.54,2333.31,2387.3,20293.9503
13747,1643050800000,2387.21,2401.08,2342.4,2380.0,14099.6136
13748,1643054400000,2380.0,2481.65,2367.43,2465.69,14406.5358
13749,1643058000000,2465.69,2476.05,2437.98,2442.95,9826.6689
13750,1643061600000,2443.0,2455.9,2408.88,2413.45,5112.3434
13751,1643065200000,2413.36,2450.5,2412.83,2440.37,4503.6434
13752,1643068800000,2440.36,2442.88,2386.7,2388.97,7312.4134
